sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,total_enroll,Grade,SingleScore,Third_Grade_Reading,Fifth_Grade_Reading,Eighth_Grade_Reading,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,CollegeEnrollment
6443060,644,DeKalb County,Lakeside High School,3060,H,2196,B,82.90000000000000,,,,76.3,71.7,83.40000000000000,
636290,636,Columbia County,Lakeside Middle School,290,M,668,C,75.40000000000000,,,,,,,
658216,658,Forsyth County,Lakeside Middle School,216,M,1247,A,90.60000000000000,,,,,,,
605300,605,Baldwin County,Lakeview Academy,300,E,,D,66.40000000000000,,,,,,,
6232552,623,Catoosa County,Lakeview Middle School,2552,M,764,C,77.10000000000000,,,,,,,
605302,605,Baldwin County,Lakeview Primary School,302,E,,-,,,,,,,,
6231052,623,Catoosa County,Lakeview-Fort Oglethorpe High School,1052,H,945,B,84.7,,,,52.40000000000000,39.2,77.7,
721116,721,Richmond County,Lamar - Milledge Elementary School,116,E,397,D,60.2,,,,,,,
685105,685,Lamar County,Lamar County Elementary School,105,E,606,C,74.3,,,,,,,
685175,685,Lamar County,Lamar County High School,175,H,773,C,73.90000000000000,,,,59,39.8,87.90000000000000,
685199,685,Lamar County,Lamar County Middle School,199,M,604,D,61.7,,,,,,,
685205,685,Lamar County,Lamar County Primary School,205,E,616,-,,,,,,,,
647199,647,Dougherty County,Lamar Reese School of the Arts,199,E,572,D,65.5,,,,,,,
658214,658,Forsyth County,Lambert High School,214,H,2934,A,100.5,,,,86.30000000000000,80.80000000000000,98.60000000000000,
6111305,611,Bibb County,Lane Elementary School,1305,E,493,C,70.8,,,,,,,
7215566,721,Richmond County,Laney High School,5566,H,589,D,64.2,,,,38.6,43.6,84.5,
7211058,721,Richmond County,Langford Middle School,1058,M,810,F,59.2,,,,,,,
616199,616,Bulloch County,Langston Chapel Elementary School,199,E,595,F,59,,,,,,,
616299,616,Bulloch County,Langston Chapel Middle School,299,M,689,D,65.90000000000000,,,,,,,
6601110,660,Fulton County,Langston Hughes High School,1110,H,1946,D,61.5,,,,32.2,36.7,91.7,
676117,676,Houston County,Langston Road Elementary School,117,E,635,B,87.40000000000000,,,,,,,
669105,669,Hall County,Lanier Career Academy,105,MH,229,F,37.5,,,,,5.5,18.9,
686111,686,Lanier County,Lanier County Elementary School,111,E,434,B,84.5,,,,,,,
686201,686,Lanier County,Lanier County High School,201,H,431,C,73.8,,,,58.8,41.8,79.7,
686101,686,Lanier County,Lanier County Middle School,101,M,379,C,76.60000000000000,,,,,,,
6863050,686,Lanier County,Lanier County Primary School,3050,E,430,-,,,,,,,,
6693054,669,Hall County,Lanier Elementary School,3054,E,512,C,73.7,,,,,,,
6671018,667,Gwinnett County,Lanier High School,1018,H,1800,B,83.10000000000000,,,,62.5,63.90000000000000,92,
667209,667,Gwinnett County,Lanier Middle School,209,M,1410,B,80.90000000000000,,,,,,,
615282,615,Bryan County,Lanier Primary School,282,E,393,-,,,,,,,,
6252062,625,Chatham County,Largo-Tibet Elementary School,2062,E,661,D,61.8,,,,,,,
633381,633,Cobb County,Lassiter High School,381,H,2220,A,99.90000000000000,,,,85.7,69,95.7,
6444060,644,DeKalb County,Laurel Ridge Elementary School,4060,E,455,B,89.90000000000000,,,,,,,
6595050,659,Franklin County,Lavonia Elementary School,5050,E,540,C,70,,,,,,,
6675054,667,Gwinnett County,Lawrenceville Elementary School,5054,E,749,D,61.3,,,,,,,
644311,644,DeKalb County,Leadership Preparatory Academy,311,EM,480,B,80.2,,,,,,,
688103,688,Lee County,Lee County Elementary School,103,E,669,B,85.80000000000000,,,,,,,
688193,688,Lee County,Lee County High School,193,H,1365,B,85.90000000000000,,,,61.6,35.5,86.10000000000000,
688114,688,Lee County,Lee County Middle School East,114,M,693,B,80.5,,,,,,,
688101,688,Lee County,Lee County Middle School West,101,M,805,B,80.40000000000000,,,,,,,
688187,688,Lee County,Lee County Primary School,187,E,682,-,,,,,,,,
688209,688,Lee County,Lee High School 9th Grade Campus,209,H,522,B,86,,,,,,,
638106,638,Coweta County,Lee Middle School,106,M,971,B,80.5,,,,,,,
6311058,631,Clayton County,Lee Street Elementary School,1058,E,638,D,60.5,,,,,,,
7372050,737,Tift County,Len Lastinger Primary School,2050,E,522,-,,,,,,,,
710201,710,Paulding County,Lena Mae Moses Middle School,201,M,587,B,83.40000000000000,,,,,,,
627106,627,Chattooga County,Leroy Massey Elementary School,106,E,826,D,61.6,,,,,,,
6671405,667,Gwinnett County,Level Creek Elementary School,1405,E,910,A,100.6,,,,,,,
668105,668,Habersham County,Level Grove Elementary School,105,E,527,C,76.80000000000000,,,,,,,
633287,633,Cobb County,Lewis Elementary School,287,E,570,C,79.30000000000000,,,,,,,
670188,670,Hancock County,Lewis Elementary School,188,E,414,F,49.2,,,,,,,
689197,689,Liberty County,Lewis Frasier Middle School,197,M,742,B,80.7,,,,,,,
636102,636,Columbia County,Lewiston Elementary School,102,E,708,B,84,,,,,,,
689192,689,Liberty County,Liberty County High School,192,H,1141,C,73.7,,,,53.90000000000000,39.8,82.60000000000000,
628203,628,Cherokee County,Liberty Elementary School,203,E,1212,B,83.40000000000000,,,,,,,
727187,727,Stephens County,Liberty Elementary School,187,E,593,-,,,,,,,,
689102,689,Liberty County,Liberty Elementary School ,102,E,707,C,79.2,,,,,,,
658303,658,Forsyth County,Liberty Middle School,303,M,1088,B,86,,,,,,,
707114,707,Newton County,Liberty Middle School,114,M,933,D,69,,,,,,,
660503,660,Fulton County,Liberty Point Elementary School,503,E,711,C,70.40000000000000,,,,,,,
7830614614,7830614,State Charter School,Liberty Tech Charter School,614,EM,278,C,75.3,,,,,,,
6675554,667,Gwinnett County,Lilburn Elementary School,5554,E,1461,C,77.80000000000000,,,,,,,
6671056,667,Gwinnett County,Lilburn Middle School,1056,M,1609,C,70.60000000000000,,,,,,,
710104,710,Paulding County,Lillian C. Poole Elementary School,104,E,403,B,80.5,,,,,,,
690176,690,Lincoln County,Lincoln County Elementary School,176,E,502,C,78.5,,,,,,,
690110,690,Lincoln County,Lincoln County High School,110,H,395,B,84.5,,,,63.8,54.90000000000000,82.2,
690101,690,Lincoln County,Lincoln County Middle School,101,M,229,C,77,,,,,,,
647205,647,Dougherty County,Lincoln Elementary Magnet School,205,E,733,C,72.90000000000000,,,,,,,
633202,633,Cobb County,Lindley Middle School,202,M,1055,D,65,,,,,,,
633309,633,Cobb County,Lindley Sixth Grade Academy ,309,M,502,C,72.3,,,,,,,
6764050,676,Houston County,Lindsey Elementary School,4050,E,344,D,65.10000000000000,,,,,,,
648175,648,Douglas County,Lithia Springs Comprehensive High School,175,H,1582,C,72.8,,,,38.5,48.90000000000000,83.40000000000000,
6483052,648,Douglas County,Lithia Springs Elementary School,3052,E,524,C,72.5,,,,,,,
644202,644,DeKalb County,Lithonia High School,202,H,1344,C,71.60000000000000,,,,27.6,34.3,76.90000000000000,
644203,644,DeKalb County,Lithonia Middle School,203,M,1064,F,55.90000000000000,,,,,,,
658206,658,Forsyth County,Little Mill Middle School,206,M,893,B,82.80000000000000,,,,,,,
628309,628,Cherokee County,Little River Elementary School,309,E,1348,C,73,,,,,,,
647102,647,Dougherty County,Live Oak Elementary School,102,E,643,F,50.1,,,,,,,
707115,707,Newton County,Live Oak Elementary School,115,E,1044,D,62.2,,,,,,,
7073050,707,Newton County,Livingston Elementary School,3050,E,448,D,63.8,,,,,,,
6441061,644,DeKalb County,Livsey Elementary School,1061,E,366,C,79.30000000000000,,,,,,,
781294,781,Marietta City,Lockheed Elementary School,294,E,806,D,65.60000000000000,,,,,,,
6755050,675,Henry County,Locust Grove Elementary School,5050,E,463,D,63.6,,,,,,,
675214,675,Henry County,Locust Grove High School,214,H,1376,C,73.40000000000000,,,,58.5,42.6,89.2,
675213,675,Henry County,Locust Grove Middle School,213,M,953,D,61.90000000000000,,,,,,,
747191,747,Walton County,Loganville Elementary School,191,E,877,C,77.5,,,,,,,
747199,747,Walton County,Loganville High School,199,H,1622,B,83.30000000000000,,,,57.8,44.8,87.2,
747291,747,Walton County,Loganville Middle School,291,M,1293,C,79.30000000000000,,,,,,,
693191,693,Lumpkin County,Long Branch Elementary School,191,E,458,C,72.8,,,,,,,
741189,741,Troup County,Long Cane Elementary School,189,E,486,D,64.3,,,,,,,
741297,741,Troup County,Long Cane Middle School,297,M,1009,D,64.8,,,,,,,
691205,691,Long County,Long County High School,205,H,943,B,82.10000000000000,,,,59.1,16.8,84.40000000000000,
691114,691,Long County,Long County Middle School,114,M,764,C,77.10000000000000,,,,,,,
761173,761,Atlanta Public Schools,Long Middle School,173,M,666,F,57.2,,,,,,,
7064058,706,Muscogee County,Lonnie Jackson Academy,4058,E,331,F,52.7,,,,,,,
722197,722,Rockdale County,Lorraine Elementary School,197,E,725,C,78.7,,,,,,,
633499,633,Cobb County,Lost Mountain Middle School,499,M,1092,A,93.90000000000000,,,,,,,
6811550,681,Jefferson County,Louisville Academy,1550,E,452,D,67.8,,,,,,,
681296,681,Jefferson County,Louisville Middle School,296,M,316,D,67.8,,,,,,,
660275,660,Fulton County,Love T. Nolan Elementary School,275,E,744,D,64.40000000000000,,,,,,,
631190,631,Clayton County,Lovejoy High School,190,H,1913,D,61.7,,,,46.7,40.5,68.60000000000000,
631191,631,Clayton County,Lovejoy Middle School,191,M,551,F,57.2,,,,,,,
667210,667,Gwinnett County,Lovin Elementary School,210,E,882,C,76.80000000000000,,,,,,,
633607,633,Cobb County,Lovinggood Middle School,607,M,1415,B,87.5,,,,,,,
6925050,692,Lowndes County,Lowndes High School,5050,H,3005,C,79.60000000000000,,,,70.5,45.1,90,
6921052,692,Lowndes County,Lowndes Middle School,1052,M,859,C,73.10000000000000,,,,,,,
675106,675,Henry County,Luella Elementary School,106,E,671,C,72,,,,,,,
675104,675,Henry County,Luella High School,104,H,1190,C,77.2,,,,53.2,63.40000000000000,83.60000000000000,
675603,675,Henry County,Luella Middle School,603,M,855,D,66.3,,,,,,,
6694054,669,Hall County,Lula Elementary School,4054,E,476,C,76.40000000000000,,,,,,,
6932050,693,Lumpkin County,Lumpkin County Elementary School,2050,E,567,B,85,,,,,,,
693101,693,Lumpkin County,Lumpkin County High School,101,H,1114,B,80,,,,66.7,44.5,89.7,
6931050,693,Lumpkin County,Lumpkin County Middle School,1050,M,851,D,63.6,,,,,,,
6272050,627,Chattooga County,Lyerly Elementary School,2050,EM,346,D,64.7,,,,,,,
689183,689,Liberty County,Lyman Hall Elementary School,183,E,614,D,60.5,,,,,,,
6695052,669,Hall County,Lyman Hall Elementary School,5052,E,752,F,56.1,,,,,,,
738104,738,Toombs County,Lyons Primary School,104,E,449,-,,,,,,,,
738204,738,Toombs County,Lyons Upper Elementary School,204,E,491,B,82.10000000000000,,,,,,,
7614063,761,Atlanta Public Schools,M. Agnes Jones Elementary School,4063,E,490,D,64.5,,,,,,,
631100,631,Clayton County,M. D. Roberts Middle School,100,M,964,B,84.80000000000000,,,,,,,
667298,667,Gwinnett County,M. H. Mason Elementary School,298,E,909,B,87.7,,,,,,,
633118,633,Cobb County,Mableton Elementary School,118,E,1059,D,65.5,,,,,,,
633178,633,Cobb County,Mabry Middle School,178,M,876,A,91.30000000000000,,,,,,,
6285052,628,Cherokee County,Macedonia Elementary School,5052,E,772,B,87.80000000000000,,,,,,,
7893050,789,Thomasville City,MacIntyre Park Middle School,3050,M,616,D,64.40000000000000,,,,,,,
694198,694,Macon County,Macon County Elementary School,198,E,610,F,51.5,,,,,,,
6942060,694,Macon County,Macon County High School,2060,H,466,F,59,,,,50.90000000000000,27.5,87.10000000000000,
694199,694,Macon County,Macon County Middle School,199,M,284,F,52.7,,,,,,,
6955050,695,Madison County,Madison County High School,5050,H,1347,B,83.90000000000000,,,,59.7,43.7,89.80000000000000,
6951052,695,Madison County,Madison County Middle School,1052,M,1137,B,81.10000000000000,,,,,,,
638299,638,Coweta County,Madras Middle School,299,M,1098,A,92.80000000000000,,,,,,,
708197,708,Oconee County,Malcom Bridge Elementary School,197,E,604,A,97.80000000000000,,,,,,,
708198,708,Oconee County,Malcom Bridge Middle School,198,M,967,A,93.30000000000000,,,,,,,
620100,620,Camden County,Mamie Lou Gross Elementary School,100,E,501,B,88.2,,,,,,,
6994050,699,Meriwether County,Manchester High School,4050,H,464,C,76,,,,46.1,30.4,85.80000000000000,
6995050,699,Meriwether County,Manchester Middle School,5050,M,315,F,59.90000000000000,,,,,,,
660299,660,Fulton County,Manning Oaks Elementary School ,299,E,832,B,80.10000000000000,,,,,,,
7074050,707,Newton County,Mansfield Elementary School,4050,E,395,B,80.7,,,,,,,
644197,644,DeKalb County,Marbut Elementary School,197,E,742,D,67.5,,,,,,,
6671305,667,Gwinnett County,Margaret Winn Holt Elementary School,1305,E,1121,C,72.90000000000000,,,,,,,
781303,781,Marietta City,Marietta 6th Grade School,303,M,678,C,71.8,,,,,,,
781106,781,Marietta City,Marietta Center for Advanced Academics,106,E,324,A,104.7,,,,,,,
781101,781,Marietta City,Marietta High School ,101,H,2343,C,78.40000000000000,,,,58.40000000000000,55.5,78.5,
781203,781,Marietta City,Marietta Middle School ,203,M,1303,D,69.60000000000000,,,,,,,
696275,696,Marion County,Marion County Middle/High School,275,MH,723,B,81.30000000000000,,,,69.5,46.8,89.2,
651105,651,Effingham County,Marlow Elementary School,105,E,742,B,89.90000000000000,,,,,,,
631105,631,Clayton County,Marshall Elementary School,105,E,929,C,76.5,,,,,,,
625298,625,Chatham County,Marshpoint Elementary School,298,E,888,B,80,,,,,,,
631215,631,Clayton County,Martha Ellen Stilwell School of the Arts,215,H,605,A,98.2,,,,69.60000000000000,77,99,
751194,751,Wayne County,Martha Puckett Middle School,194,M,592,D,66.90000000000000,,,,,,,
751394,751,Wayne County,Martha Rawls Smith Elementary School,394,E,507,C,71,,,,,,,
669101,669,Hall County,Martin Elementary School,101,E,731,C,75.5,,,,,,,
6111306,611,Bibb County,Martin Luther King Jr Elementary School,1306,E,676,F,51.5,,,,,,,
761373,761,Atlanta Public Schools,Martin Luther King Jr. Middle  School ,373,M,664,F,58.2,,,,,,,
647399,647,Dougherty County,"Martin Luther King, Jr. Elementary School",399,E,551,F,56.5,,,,,,,
706200,706,Muscogee County,"Martin Luther King, Jr. Elementary School",200,E,541,F,51.8,,,,,,,
644103,644,DeKalb County,"Martin Luther King, Jr. High School ",103,H,1599,D,69.8,,,,28.2,36.4,74.40000000000000,
6362052,636,Columbia County,Martinez Elementary School,2052,E,896,B,80.30000000000000,,,,,,,
620495,620,Camden County,Mary Lee Clark Elementary School,495,E,504,A,91.7,,,,,,,
7612564,761,Atlanta Public Schools,Mary Lin Elementary School,2564,E,633,A,97.80000000000000,,,,,,,
6602058,660,Fulton County,Mary M. Bethune Elementary School,2058,E,713,F,57.2,,,,,,,
644401,644,DeKalb County,Mary McLeod Bethune Middle School,401,M,888,D,61.7,,,,,,,
702184,702,Monroe County,Mary Persons High School,184,H,1218,B,84.10000000000000,,,,62.8,49.1,86.80000000000000,
658176,658,Forsyth County,Mashburn Elementary School,176,E,644,A,92,,,,,,,
648112,648,Douglas County,Mason Creek Elementary School,112,E,514,B,86.80000000000000,,,,,,,
648113,648,Douglas County,Mason Creek Middle School,113,M,861,D,64.60000000000000,,,,,,,
7064064,706,Muscogee County,Mathews Elementary School,4064,E,593,C,77.90000000000000,,,,,,,
620189,620,Camden County,Matilda Harris Elementary School,189,E,564,B,85.5,,,,,,,
658102,658,Forsyth County,Matt Elementary School,102,E,1080,B,85.10000000000000,,,,,,,
7374052,737,Tift County,Matt Wilson Elementary School,4052,E,504,C,74.3,,,,,,,
676199,676,Houston County,Matthew Arthur Elementary School,199,E,700,B,89.5,,,,,,,
6165050,616,Bulloch County,Mattie Lively Elementary School,5050,E,504,C,72.5,,,,,,,
684102,684,Jones County,Mattie Wells Elementary School,102,E,653,D,60.8,,,,,,,
697179,697,McDuffie County,Maxwell Elementary School,179,E,471,-,,,,,,,,
6251060,625,Chatham County,May Howard Elementary School,1060,E,619,B,85.2,,,,,,,
761186,761,Atlanta Public Schools,Maynard H. Jackson High School ,186,H,1138,C,75.60000000000000,,,,39.1,54.7,76.80000000000000,
6782550,678,Jackson County,Maysville Elementary School,2550,E,297,F,58.3,,,,,,,
615503,615,Bryan County,McAllister Elementary School,503,E,927,B,85.90000000000000,,,,,,,
721297,721,Richmond County,McBean Elementary School,297,E,374,C,76.2,,,,,,,
633107,633,Cobb County,McCall Primary School,107,E,333,-,,,,,,,,
660383,660,Fulton County,McClarin Success Academy,383,H,163,F,54.90000000000000,,,,4.2,3.5,75.2,
633184,633,Cobb County,McCleskey Middle School,184,M,683,B,82.5,,,,,,,
633507,633,Cobb County,McClure Middle School,507,M,1240,B,87,,,,,,,
667497,667,Gwinnett County,McConnell Middle School,497,M,1841,B,85.7,,,,,,,
6331064,633,Cobb County,McEachern High School,1064,H,2364,B,87,,,,52.90000000000000,40.2,83.30000000000000,
6695054,669,Hall County,McEver Elementary School,5054,E,511,C,70.90000000000000,,,,,,,
710188,710,Paulding County,McGarity Elementary School,188,E,566,C,79.60000000000000,,,,,,,
6315056,631,Clayton County,McGarrah Elementary School,5056,E,700,C,71.90000000000000,,,,,,,
657173,657,Floyd County,McHenry Primary School,173,E,116,-,,,,,,,,
698104,698,McIntosh County,McIntosh Academy,104,H,414,C,74,,,,65.7,37.5,75.7,
698101,698,McIntosh County,McIntosh County Middle School,101,M,297,D,66.60000000000000,,,,,,,
656182,656,Fayette County,McIntosh High School,182,H,1690,A,99.90000000000000,,,,87.2,62.1,91.80000000000000,
667289,667,Gwinnett County,McKendree Elementary School,289,E,1105,B,85.10000000000000,,,,,,,
6442061,644,DeKalb County,McLendon Elementary School,2061,E,409,D,64.7,,,,,,,
660189,660,Fulton County,McNair Middle School,189,M,811,F,54.1,,,,,,,
721177,721,Richmond County,Meadowbrook Elementary School,177,E,456,D,63.2,,,,,,,
667199,667,Gwinnett County,Meadowcreek Elementary School,199,E,1029,D,69.10000000000000,,,,,,,
667187,667,Gwinnett County,Meadowcreek High School,187,H,3260,C,70.40000000000000,,,,35.8,63.90000000000000,75.2,
660491,660,Fulton County,Medlock Bridge Elementary School,491,E,636,A,93.90000000000000,,,,,,,
7483050,748,Ware County,Memorial Drive Elementary School,3050,E,383,B,85.60000000000000,,,,,,,
722294,722,Rockdale County,Memorial Middle School,294,M,855,F,59.90000000000000,,,,,,,
6273050,627,Chattooga County,Menlo Elementary School,3050,EM,332,B,81.60000000000000,,,,,,,
6255062,625,Chatham County,Mercer Middle School,5062,M,352,F,49.2,,,,,,,
6474056,647,Dougherty County,Merry Acres Middle School,4056,M,603,D,62.8,,,,,,,
7212058,721,Richmond County,Merry Elementary School,2058,E,302,D,65.5,,,,,,,
621302,621,Candler County,Metter Elementary School,302,E,457,D,63.7,,,,,,,
621101,621,Candler County,Metter High School ,101,H,566,C,78.90000000000000,,,,56.2,45.2,91.90000000000000,
621102,621,Candler County,Metter Middle School,102,M,533,D,69.90000000000000,,,,,,,
707198,707,Newton County,Middle Ridge Elementary School,198,E,688,D,60.8,,,,,,,
706501,706,Muscogee County,Midland Academy,501,E,577,C,75.5,,,,,,,
706100,706,Muscogee County,Midland Middle School,100,M,392,C,73.7,,,,,,,
6442062,644,DeKalb County,Midvale Elementary School,2062,E,393,B,80.60000000000000,,,,,,,
713112,713,Pierce County,Midway Elementary School,112,E,456,A,97.5,,,,,,,
6581052,658,Forsyth County,Midway Elementary School,1052,E,486,B,89.60000000000000,,,,,,,
605303,605,Baldwin County,Midway Hills Academy,303,E,,D,66.40000000000000,,,,,,,
605301,605,Baldwin County,Midway Hills Primary School,301,E,,-,,,,,,,,
689101,689,Liberty County,Midway Middle School,101,M,734,C,76.5,,,,,,,
761513,761,Atlanta Public Schools,Miles Intermediate Elementary School,513,E,391,F,57.7,,,,,,,
6333064,633,Cobb County,Milford Elementary School,3064,E,442,D,67.60000000000000,,,,,,,
616100,616,Bulloch County,Mill Creek Elementary School,100,E,671,D,62.90000000000000,,,,,,,
667105,667,Gwinnett County,Mill Creek High School,105,H,3759,A,95.5,,,,77.40000000000000,66.40000000000000,93.5,
628113,628,Cherokee County,Mill Creek Middle School,113,M,1425,C,78.5,,,,,,,
700110,700,Miller County,Miller County Elementary School,110,E,478,F,57.90000000000000,,,,,,,
700210,700,Miller County,Miller County High School,210,H,275,D,68.60000000000000,,,,67.40000000000000,32.8,77.80000000000000,
700310,700,Miller County,Miller County Middle School,310,M,222,C,70.7,,,,,,,
6765050,676,Houston County,Miller Elementary School,5050,E,536,C,76,,,,,,,
611298,611,Bibb County,Miller Fine Arts Magnet Middle School,298,M,763,D,60.3,,,,,,,
644105,644,DeKalb County,Miller Grove High School,105,H,1440,C,74.60000000000000,,,,30.4,39.3,79.5,
644597,644,DeKalb County,Miller Grove Middle School,597,M,928,D,63.1,,,,,,,
660106,660,Fulton County,Milton High School,106,H,2298,A,92.40000000000000,,,,85.30000000000000,80.10000000000000,94.5,
6604060,660,Fulton County,Mimosa Elementary School,4060,E,789,D,67,,,,,,,
667288,667,Gwinnett County,Minor Elementary School,288,E,1085,D,69.5,,,,,,,
648303,648,Douglas County,Mirror Lake Elementary School,303,E,470,B,82.80000000000000,,,,,,,
608186,608,Bartow County,Mission Road Elementary School,186,E,452,C,70.10000000000000,,,,,,,
701111,701,Mitchell County,Mitchell County Elementary School,111,E,384,F,51.6,,,,,,,
701282,701,Mitchell County,Mitchell County High School,282,MH,481,D,62.8,,,,61.7,65.40000000000000,92.30000000000000,
701197,701,Mitchell County,Mitchell County Middle School,197,EM,347,C,73.3,,,,,,,
701198,701,Mitchell County,Mitchell County Primary School,198,E,252,-,,,,,,,,
657188,657,Floyd County,Model Elementary School,188,E,494,C,77.60000000000000,,,,,,,
657111,657,Floyd County,Model High School,111,H,692,B,87.80000000000000,,,,57.3,50.6,93.30000000000000,
657203,657,Floyd County,Model Middle School,203,M,598,B,83.80000000000000,,,,,,,
747205,747,Walton County,Monroe Area High School,205,H,1095,C,72.90000000000000,,,,52.2,35.7,76.10000000000000,
702113,702,Monroe County,"Monroe County Middle School, Banks Stephens Campus",113,M,880,B,81.90000000000000,,,,,,,
747105,747,Walton County,Monroe Elementary School,105,E,566,D,63.1,,,,,,,
6471058,647,Dougherty County,Monroe High School,1058,H,1002,C,72.2,,,,34.6,34.8,85.5,
6444062,644,DeKalb County,Montclair Elementary School,4062,E,823,F,52.7,,,,,,,
7214058,721,Richmond County,Monte Sano Elementary School,4058,E,342,D,62.40000000000000,,,,,,,
703107,703,Montgomery County,Montgomery County Elementary School,107,E,384,F,53.1,,,,,,,
703201,703,Montgomery County,Montgomery County High School,201,H,277,C,72.2,,,,48.90000000000000,30.1,90.7,
703101,703,Montgomery County,Montgomery County Middle School,101,M,203,C,72.7,,,,,,,
6445062,644,DeKalb County,Montgomery Elementary School,5062,E,707,B,85.2,,,,,,,
7262552,726,Spalding County,Moore Elementary School,2552,E,363,D,66.90000000000000,,,,,,,
6671112,667,Gwinnett County,Moore Middle School,1112,M,969,C,76.3,,,,,,,
774412,774,Dublin City,Moore Street School,412,MH,63,-,,,,,,0,51.40000000000000,
6383054,638,Coweta County,Moreland Elementary School,3054,E,415,C,74.8,,,,,,,
726103,726,Spalding County,Moreland Road Elementary School,103,E,478,C,71,,,,,,,
704191,704,Morgan County,Morgan County Elementary School,191,E,721,B,83.40000000000000,,,,,,,
7041050,704,Morgan County,Morgan County High School,1050,H,980,B,85,,,,65.7,70.2,91.80000000000000,
7045050,704,Morgan County,Morgan County Middle School,5050,M,744,C,74.3,,,,,,,
7043050,704,Morgan County,Morgan County Primary School,3050,E,611,-,,,,,,,,
721184,721,Richmond County,Morgan Road Middle School,184,M,389,D,62.5,,,,,,,
6472058,647,Dougherty County,Morningside Elementary School,2058,E,419,F,55.6,,,,,,,
6762054,676,Houston County,Morningside Elementary School,2054,E,461,C,72.5,,,,,,,
7611664,761,Atlanta Public Schools,Morningside Elementary School,1664,E,887,A,94.7,,,,,,,
663107,663,Glynn County,"Morningstar Treatment Services, Inc. Youth Estate School",107,MH,45,-,,,,,,,,
772110,772,Dalton City,Morris Innovative High School,110,H,361,F,47.7,,,,3.2,13.8,47,
6312058,631,Clayton County,Morrow Elementary School,2058,E,536,B,80.5,,,,,,,
6314058,631,Clayton County,Morrow High School,4058,H,2051,C,72,,,,37.5,33.8,73.60000000000000,
631117,631,Clayton County,Morrow Middle School,117,M,789,C,71.5,,,,,,,
754109,754,White County,Mossy Creek Elementary School,109,E,421,B,85.10000000000000,,,,,,,
676108,676,Houston County,Mossy Creek Middle School,108,M,689,B,82.2,,,,,,,
692194,692,Lowndes County,Moulton-Branch Elementary School,194,E,557,B,80.40000000000000,,,,,,,
633278,633,Cobb County,Mount Bethel Elementary School,278,E,1127,A,96.40000000000000,,,,,,,
675200,675,Henry County,Mount Carmel Elementary School,200,E,647,D,68.3,,,,,,,
6484052,648,Douglas County,Mount Carmel Elementary School,4052,E,471,C,73.7,,,,,,,
669194,669,Hall County,Mount Vernon Elementary School,194,E,644,C,78,,,,,,,
754104,754,White County,Mount Yonah Elementary School,104,E,472,B,86.2,,,,,,,
622176,622,Carroll County,Mount Zion Elementary School,176,E,657,A,90.2,,,,,,,
631176,631,Clayton County,Mount Zion Elementary School,176,E,718,C,71.3,,,,,,,
631290,631,Clayton County,Mount Zion High School,290,H,1376,F,58.8,,,,30.7,28.8,71.60000000000000,
631109,631,Clayton County,Mount Zion Primary School,109,E,621,-,,,,,,,,
7820108108,7820108,State Charter School,Mountain Education Charter High School,108,H,1926,D,67.5,,,,59.8,18.1,13.2,
660373,660,Fulton County,Mountain Park Elementary School,373,E,791,A,97.10000000000000,,,,,,,
6672056,667,Gwinnett County,Mountain Park Elementary School,2056,E,574,B,85.60000000000000,,,,,,,
628190,628,Cherokee County,Mountain Road Elementary School,190,E,417,B,81.80000000000000,,,,,,,
633288,633,Cobb County,Mountain View Elementary School,288,E,746,A,99.7,,,,,,,
661103,661,Gilmer County,Mountain View Elementary School,103,E,460,C,70.10000000000000,,,,,,,
699200,699,Meriwether County,Mountain View Elementary School,200,E,672,B,83.2,,,,,,,
6671410,667,Gwinnett County,Mountain View High School,1410,H,2404,B,84.40000000000000,,,,69,60.6,86.60000000000000,
622212,622,Carroll County,Mt. Zion High School,212,H,428,B,81.5,,,,51.1,33,98.2,
622208,622,Carroll County,Mt. Zion Middle School ,208,M,309,B,80.7,,,,,,,
672199,672,Harris County,Mulberry Creek Elementary School,199,E,462,B,86.5,,,,,,,
667208,667,Gwinnett County,Mulberry Elementary School,208,E,676,A,92.10000000000000,,,,,,,
776211,776,Gainesville City,Mundy Mill Learning Academy,211,,,,,,,,,,,
631104,631,Clayton County,Mundy's Mill High School,104,H,1750,D,64.3,,,,42.1,45.3,72,
631174,631,Clayton County,Mundy's Mill Middle School,174,M,773,D,63.2,,,,,,,
633375,633,Cobb County,Murdock Elementary School,375,E,1012,A,100.3,,,,,,,
7215058,721,Richmond County,Murphey Middle Charter School,5058,M,644,F,48.40000000000000,,,,,,,
6444052,644,DeKalb County,Murphy Candler Elementary School,4052,E,526,F,55.40000000000000,,,,,,,
705190,705,Murray County,Murray County High School,190,H,980,B,83.10000000000000,,,,57.40000000000000,35.3,95,
644215,644,DeKalb County,Museum School of Avondale Estates,215,EM,540,A,92.2,,,,,,,
669176,669,Hall County,Myers Elementary School,176,E,648,D,63.3,,,,,,,
625301,625,Chatham County,Myers Middle School ,301,M,601,F,52.5,,,,,,,
613294,613,Brantley County,Nahunta Elementary School,294,EM,252,D,69.7,,,,,,,
6133050,613,Brantley County,Nahunta Primary School,3050,E,383,-,,,,,,,,
7462056,746,Walker County,Naomi Elementary School,2056,E,351,D,66.7,,,,,,,
