sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,total_enroll,Grade,SingleScore,Third_Grade_Reading,Fifth_Grade_Reading,Eighth_Grade_Reading,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,CollegeEnrollment
668106,668,Habersham County,9th Grade Academy,106,H,498,B,86.5,,,,,,,
660390,660,Fulton County,A. Philip Randolph Elementary School,390,E,562,C,73.2,,,,,,,
781188,781,Marietta City,A.L. Burruss Elementary School,188,E,490,C,73.3,,,,,,,
706115,706,Muscogee County,Aaron Cohn Middle School,115,M,559,B,86,,,,,,,
660101,660,Fulton County,Abbotts Hill Elementary School,101,E,698,A,91.5,,,,,,,
611117,611,Bibb County,Academy For Classical Education,117,EMH,1394,A,91.60000000000000,,,,,,,
7214060,721,Richmond County,Academy of Richmond County High School,4060,H,1317,D,69.7,,,,46.8,45.7,86.40000000000000,
633302,633,Cobb County,Acworth Elementary School,302,E,716,C,75.40000000000000,,,,,,,
608177,608,Bartow County,Adairsville Elementary School,177,E,659,C,77.10000000000000,,,,,,,
608105,608,Bartow County,Adairsville High School,105,H,973,D,68.8,,,,54.40000000000000,40,84,
608301,608,Bartow County,Adairsville Middle School,301,M,756,C,71.3,,,,,,,
631177,631,Clayton County,Adamson Middle School,177,M,603,D,69.8,,,,,,,
633289,633,Cobb County,Addison Elementary School,289,E,603,A,93.30000000000000,,,,,,,
647101,647,Dougherty County,Albany Middle School,101,M,797,D,67.2,,,,,,,
6671005,667,Gwinnett County,Alcova Elementary School,1005,E,1281,C,76.80000000000000,,,,,,,
707206,707,Newton County,Alcovy High School,206,H,1993,C,77.40000000000000,,,,43.40000000000000,50.90000000000000,81.80000000000000,
648187,648,Douglas County,Alexander High School,187,H,1805,B,86,,,,59,50.1,93.60000000000000,
6111050,611,Bibb County,Alexander II Magnet School,1050,E,496,B,89.30000000000000,,,,,,,
6671105,667,Gwinnett County,Alford Elementary School,1105,E,940,C,75,,,,,,,
6252052,625,Chatham County,Alfred Ely Beach High School,2052,H,978,C,73.2,,,,22,26.5,84.90000000000000,
647299,647,Dougherty County,Alice Coachman Elementary School,299,E,502,F,50.7,,,,,,,
608196,608,Bartow County,Allatoona Elementary School,196,E,413,D,64.7,,,,,,,
633209,633,Cobb County,Allatoona High School,209,H,1715,A,95.30000000000000,,,,74.2,57.2,90.10000000000000,
7064065,706,Muscogee County,Allen Elementary School,4065,E,469,D,66.2,,,,,,,
710299,710,Paulding County,Allgood Elementary School,299,E,840,C,71.2,,,,,,,
6442050,644,DeKalb County,Allgood Elementary School,2050,E,549,D,64.5,,,,,,,
7612664,761,Atlanta Public Schools,Alonzo A. Crim Open Campus High School,2664,H,133,F,55.7,,,,,0,12.1,
722379,722,Rockdale County,Alpha Academy,379,,,,,,,,,,,
6601050,660,Fulton County,Alpharetta Elementary School,1050,E,531,A,95.80000000000000,,,,,,,
660205,660,Fulton County,Alpharetta High School,205,H,2152,A,95.90000000000000,,,,82.90000000000000,80.7,94.10000000000000,
629105,629,Clarke County,Alps Road Elementary School,105,E,363,F,59.1,,,,,,,
6631052,663,Glynn County,Altama Elementary School,1052,E,539,C,71.7,,,,,,,
6011050,601,Appling County,Altamaha Elementary School,1050,E,361,C,79.2,,,,,,,
721391,721,Richmond County,Alternative Education School at Lamar,391,MH,150,F,25.9,,,,,,27.3,
6571050,657,Floyd County,Alto Park Elementary School,1050,E,451,C,74.90000000000000,,,,,,,
660406,660,Fulton County,Amana Academy,406,EM,726,B,85.30000000000000,,,,,,,
634102,634,Coffee County,Ambrose Elementary School ,102,E,374,F,57.2,,,,,,,
729205,729,Sumter County,Americus Sumter 9th Grade Academy,205,H,308,F,54.8,,,,,,,
729105,729,Sumter County,Americus Sumter High School,105,H,930,C,70.40000000000000,,,,60.40000000000000,58.6,89.30000000000000,
6311050,631,Clayton County,Anderson Elementary School,1050,E,558,F,55.2,,,,,,,
6671016,667,Gwinnett County,Anderson-Livsey Elementary School,1016,E,806,C,70.2,,,,,,,
6252068,625,Chatham County,Andrea B. Williams Elementary School,2068,E,384,F,52.1,,,,,,,
666101,666,Greene County,Anita White Carson Middle School,101,M,293,D,62.90000000000000,,,,,,,
785376,785,Rome City,Anna K. Davie Elementary School,376,EM,380,F,55.5,,,,,,,
7261050,726,Spalding County,Anne Street Elementary School,1050,E,383,F,50.7,,,,,,,
6485052,648,Douglas County,Annette Winn Elementary School,5052,E,452,B,85.5,,,,,,,
737104,737,Tift County,Annie Belle Clark Primary School,104,E,750,-,,,,,,,,
667282,667,Gwinnett County,Annistown Elementary School,282,E,650,B,83.7,,,,,,,
7551050,755,Whitfield County,Antioch Elementary School,1050,E,432,B,83,,,,,,,
607101,607,Barrow County,Apalachee High School,101,H,1754,C,73.40000000000000,,,,55.5,54.90000000000000,83.2,
601177,601,Appling County,Appling County Elementary School,177,E,576,B,82,,,,,,,
601103,601,Appling County,Appling County High School,103,H,984,B,84.40000000000000,,,,75.3,33.8,82.7,
601195,601,Appling County,Appling County Middle School,195,M,773,C,75.8,,,,,,,
601277,601,Appling County,Appling County Primary School,277,E,507,-,,,,,,,,
6115050,611,Bibb County,Appling Middle School,5050,M,583,F,48.8,,,,,,,
644610,644,DeKalb County,Arabia Mountain High School,610,H,1423,A,92.30000000000000,,,,62.5,80.40000000000000,99,
638101,638,Coweta County,Arbor Springs Elementary School,101,E,397,A,90,,,,,,,
648178,648,Douglas County,Arbor Station Elementary School,178,E,603,C,79.7,,,,,,,
667382,667,Gwinnett County,Arcado Elementary School,382,E,1017,B,86.40000000000000,,,,,,,
6671710,667,Gwinnett County,Archer High School,1710,H,2682,B,86.90000000000000,,,,69.10000000000000,58.40000000000000,88.5,
6332050,633,Cobb County,Argyle Elementary School,2050,E,438,D,69.8,,,,,,,
657195,657,Floyd County,Armuchee Elementary School,195,E,427,C,77,,,,,,,
657401,657,Floyd County,Armuchee High School,401,H,526,A,96.7,,,,58.90000000000000,52.2,95,
657303,657,Floyd County,Armuchee Middle School,303,M,383,B,82.30000000000000,,,,,,,
638395,638,Coweta County,Arnall Middle School,395,M,927,C,75.8,,,,,,,
6381050,638,Coweta County,Arnco-Sargent Elementary School,1050,E,378,C,72.8,,,,,,,
6311550,631,Clayton County,Arnold Elementary School,1550,E,538,B,82.90000000000000,,,,,,,
7062050,706,Muscogee County,Arnold Middle School,2050,M,673,D,64.8,,,,,,,
628397,628,Cherokee County,Arnold Mill Elementary School,397,E,791,B,82.40000000000000,,,,,,,
751294,751,Wayne County,Arthur Williams Middle School,294,M,654,D,66.7,,,,,,,
6605060,660,Fulton County,Asa Hilliard Elementary School,5060,E,651,F,47.3,,,,,,,
6443050,644,DeKalb County,Ashford Park Elementary School,3050,E,514,A,97.5,,,,,,,
664292,664,Gordon County,Ashworth Middle School,292,M,614,C,76.90000000000000,,,,,,,
747101,747,Walton County,Atha Road Elementary School,101,E,797,C,79.2,,,,,,,
602103,602,Atkinson County,Atkinson County High School,103,H,485,B,80.10000000000000,,,,65,99,87,
602111,602,Atkinson County,Atkinson County Middle School,111,M,366,C,77,,,,,,,
613110,613,Brantley County,Atkinson Elementary School,110,EM,239,A,90,,,,,,,
6382050,638,Coweta County,Atkinson Elementary School,2050,E,432,D,69.60000000000000,,,,,,,
7261550,726,Spalding County,Atkinson Elementary School,1550,E,404,F,51.40000000000000,,,,,,,
79918931893,7991893,State Schools- Atlanta Area School for the Deaf,Atlanta Area School for the Deaf,1893,EMH,169,F,36.4,,,,,0,0,
761415,761,Atlanta Public Schools,Atlanta Classical Academy,415,EMH,592,C,75.5,,,,,,,
7830410410,7830410,State Charter School,Atlanta Heights Charter School,410,EM,742,D,66.3,,,,,,,
761505,761,Atlanta Public Schools,Atlanta Neighborhood Charter School-Elementary,505,E,409,C,79.60000000000000,,,,,,,
761206,761,Atlanta Public Schools,Atlanta Neighborhood Charter School-Middle,206,M,236,C,78.10000000000000,,,,,,,
6071050,607,Barrow County,Auburn Elementary School,1050,E,723,C,71.40000000000000,,,,,,,
633207,633,Cobb County,Austell Elementary School,207,E,520,C,76.7,,,,,,,
644175,644,DeKalb County,Austin Elementary School,175,E,652,A,94.40000000000000,,,,,,,
710404,710,Paulding County,Austin Middle School,404,M,979,C,78.90000000000000,,,,,,,
675294,675,Henry County,Austin Road Elementary School,294,E,401,D,69.8,,,,,,,
675397,675,Henry County,Austin Road Middle School,397,M,647,D,69.10000000000000,,,,,,,
660305,660,Fulton County,Autrey Mill Middle School,305,M,1474,A,94,,,,,,,
628108,628,Cherokee County,Avery Elementary School,108,E,1021,B,87,,,,,,,
6445050,644,DeKalb County,Avondale Elementary School,5050,E,452,F,59.2,,,,,,,
6334050,633,Cobb County,Awtrey Middle School,4050,M,849,C,76.5,,,,,,,
726208,726,Spalding County,AZ Kelsey Academy,208,H,57,F,49.2,,,,,10,47.40000000000000,
7611411,761,Atlanta Public Schools,B.E.S.T. Academy,1411,MH,415,D,65.2,,,,25,60.6,72.7,
6313050,631,Clayton County,Babb Middle School,3050,M,866,C,76.3,,,,,,,
6033050,603,Bacon County,Bacon County Elementary School,3050,E,513,C,79.90000000000000,,,,,,,
603302,603,Bacon County,Bacon County High School,302,H,560,D,66.90000000000000,,,,69.5,45.8,84.7,
603202,603,Bacon County,Bacon County Middle School,202,M,464,F,59.3,,,,,,,
603102,603,Bacon County,Bacon County Primary School,102,E,479,-,,,,,,,,
751494,751,Wayne County,Bacon Elementary School,494,E,708,C,71.8,,,,,,,
701105,701,Mitchell County,Baconton Community Charter School,105,EMH,807,B,86.40000000000000,,,,80.80000000000000,61.2,97.90000000000000,
6671811,667,Gwinnett County,Baggett Elementary School,1811,E,1174,C,73.3,,,,,,,
705204,705,Murray County,Bagley Middle School,204,M,523,B,83.10000000000000,,,,,,,
6433050,643,Decatur County,Bainbridge High School,3050,H,1505,D,68.5,,,,74.10000000000000,30.9,91.10000000000000,
6432050,643,Decatur County,Bainbridge Middle School,2050,M,709,C,71.2,,,,,,,
604105,604,Baker County,Baker County K12 School,105,EMH,281,F,56.6,,,,,22.2,90,
633189,633,Cobb County,Baker Elementary School,189,E,755,A,93.7,,,,,,,
706300,706,Muscogee County,Baker Middle School,300,M,523,F,51.8,,,,,,,
636212,636,Columbia County,Baker Place Elementary School,212,E,1099,C,77.80000000000000,,,,,,,
6681050,668,Habersham County,Baldwin Elementary School,1050,E,395,D,64.3,,,,,,,
6671816,667,Gwinnett County,Baldwin Elementary School ,1816,E,1081,C,71.7,,,,,,,
605189,605,Baldwin County,Baldwin High School,189,H,1256,C,76.2,,,,45.8,36.2,88.80000000000000,
628213,628,Cherokee County,Ball Ground Elementary School STEM Academy,213,E,490,B,82.7,,,,,,,
611108,611,Bibb County,Ballard Hudson Middle School,108,M,756,F,47.1,,,,,,,
606107,606,Banks County,Banks County Elementary School,107,E,639,B,80.90000000000000,,,,,,,
606199,606,Banks County,Banks County High School,199,H,928,C,76.40000000000000,,,,70.5,18.9,90.40000000000000,
606105,606,Banks County,Banks County Middle School,105,M,618,B,81.5,,,,,,,
606205,606,Banks County,Banks County Primary School,205,E,580,-,,,,,,,,
6441103,644,DeKalb County,Barack H. Obama Elementary Magnet School of Technology,1103,E,730,F,59.2,,,,,,,
633407,633,Cobb County,Barber Middle School,407,M,896,C,78.60000000000000,,,,,,,
722178,722,Rockdale County,Barksdale Elementary School,178,E,505,B,85.80000000000000,,,,,,,
6292056,629,Clarke County,Barnett Shoals Elementary School,2056,E,500,C,72.5,,,,,,,
660187,660,Fulton County,Barnwell Elementary School,187,E,754,B,86.40000000000000,,,,,,,
6293056,629,Clarke County,Barrow Elementary School,3056,E,513,B,88.10000000000000,,,,,,,
7212050,721,Richmond County,Barton Chapel Elementary School,2050,E,454,D,60.6,,,,,,,
628196,628,Cherokee County,Bascomb Elementary School,196,E,983,A,94.60000000000000,,,,,,,
623103,623,Catoosa County,Battlefield Elementary School,103,E,454,C,76.40000000000000,,,,,,,
623102,623,Catoosa County,Battlefield Primary School,102,E,472,-,,,,,,,,
747176,747,Walton County,Bay Creek Elementary School,176,E,561,B,84.10000000000000,,,,,,,
6671010,667,Gwinnett County,Bay Creek Middle School,1010,M,1182,B,81.7,,,,,,,
622198,622,Carroll County,Bay Springs Middle School,198,M,782,C,77.90000000000000,,,,,,,
7213050,721,Richmond County,Bayvale Elementary School,3050,E,454,D,66.2,,,,,,,
607114,607,Barrow County,Bear Creek Middle School,114,M,820,B,84.2,,,,,,,
660391,660,Fulton County,Bear Creek Middle School,391,M,1133,D,62.2,,,,,,,
667280,667,Gwinnett County,Beaver Ridge Elementary School,280,E,1262,D,67.5,,,,,,,
7261750,726,Spalding County,Beaverbrook Elementary School,1750,E,325,C,70.5,,,,,,,
755206,755,Whitfield County,Beaverdale Elementary School,206,E,341,B,81.90000000000000,,,,,,,
7613051,761,Atlanta Public Schools,Beecher Hills Elementary School,3051,E,335,C,79.7,,,,,,,
6335050,633,Cobb County,Bells Ferry Elementary School,5050,E,687,B,89.30000000000000,,,,,,,
6331052,633,Cobb County,Belmont Hills Elementary School,1052,E,344,F,59.8,,,,,,,
6641050,664,Gordon County,Belwood Elementary School,1050,E,423,B,81.90000000000000,,,,,,,
609296,609,Ben Hill County,Ben Hill County Middle School,296,M,660,D,64.3,,,,,,,
609196,609,Ben Hill County,Ben Hill County Primary School,196,E,790,-,,,,,,,,
609111,609,Ben Hill County,Ben Hill Elementary School,111,E,782,D,61.90000000000000,,,,,,,
667109,667,Gwinnett County,Benefield Elementary School,109,E,1249,B,83,,,,,,,
660176,660,Fulton County,Benjamin Banneker High School,176,H,1467,D,62.40000000000000,,,,23.4,31.8,71.10000000000000,
761182,761,Atlanta Public Schools,Benjamin E. Mays High School ,182,H,1669,D,62.1,,,,40.5,48.5,78,
656108,656,Fayette County,Bennett's Mill Middle School,108,M,940,B,80,,,,,,,
667184,667,Gwinnett County,Berkeley Lake Elementary School,184,E,935,B,86.90000000000000,,,,,,,
6671050,667,Gwinnett County,Berkmar High School,1050,H,2888,C,70.60000000000000,,,,50.7,51.5,71.10000000000000,
667304,667,Gwinnett County,Berkmar Middle School,304,M,1129,B,81.5,,,,,,,
6111054,611,Bibb County,Bernd Elementary School,1054,E,380,D,64.90000000000000,,,,,,,
610106,610,Berrien County,Berrien Academy Performance Learning Center,106,H,63,F,59,,,,,,25,
610195,610,Berrien County,Berrien Elementary School,195,E,738,B,86,,,,,,,
610101,610,Berrien County,Berrien High School,101,H,797,B,83.90000000000000,,,,65.10000000000000,43.6,89.80000000000000,
610194,610,Berrien County,Berrien Middle School,194,M,736,C,78.40000000000000,,,,,,,
6105050,610,Berrien County,Berrien Primary School,5050,E,688,-,,,,,,,,
7415052,741,Troup County,Berta Weathersbee Elementary School,5052,E,335,F,47.3,,,,,,,
710103,710,Paulding County,Bessie L. Baggett Elementary School,103,E,628,C,79.90000000000000,,,,,,,
6672050,667,Gwinnett County,Bethesda Elementary School,2050,E,1205,B,88.40000000000000,,,,,,,
607205,607,Barrow County,Bethlehem Elementary School,205,E,725,B,81.80000000000000,,,,,,,
675209,675,Henry County,Bethlehem Elementary School,209,E,516,D,69.5,,,,,,,
624112,624,Charlton County,Bethune Middle School,112,EM,523,C,76.10000000000000,,,,,,,
6482050,648,Douglas County,Beulah Elementary School,2050,E,467,F,59.8,,,,,,,
6581050,658,Forsyth County,Big Creek Elementary School,1050,E,784,A,99.80000000000000,,,,,,,
633504,633,Cobb County,Big Shanty Intermediate School,504,E,617,C,76,,,,,,,
648107,648,Douglas County,Bill Arp Elementary School,107,E,636,C,74.5,,,,,,,
6601210,660,Fulton County,Birmingham Falls Elementary School,1210,E,737,A,93.80000000000000,,,,,,,
633173,633,Cobb County,Birney Elementary School,173,E,861,D,63.5,,,,,,,
736100,736,Thomas County,Bishop Hall Charter School,100,MH,200,F,57.40000000000000,,,,50,31.1,65,
642199,642,Dawson County,Black's Mill Elementary School,199,E,290,D,69.10000000000000,,,,,,,
693103,693,Lumpkin County,Blackburn Elementary School,103,E,816,C,76.60000000000000,,,,,,,
706196,706,Muscogee County,Blackmon Road Middle School,196,M,660,B,85,,,,,,,
713297,713,Pierce County,Blackshear Elementary School,297,E,735,B,85.60000000000000,,,,,,,
633399,633,Cobb County,Blackwell Elementary School,399,E,707,B,86.2,,,,,,,
617104,617,Burke County,Blakeney Elementary School,104,E,807,D,68.2,,,,,,,
7062052,706,Muscogee County,Blanchard Elementary School,2052,E,538,D,67.7,,,,,,,
651107,651,Effingham County,Blandford Elementary School,107,E,661,B,85.90000000000000,,,,,,,
612197,612,Bleckley County,Bleckley County Elementary School,197,E,559,B,87.2,,,,,,,
612105,612,Bleckley County,Bleckley County High School,105,H,671,B,89.60000000000000,,,,77.30000000000000,36.8,98,
6121050,612,Bleckley County,Bleckley County Primary School,1050,E,574,-,,,,,,,,
612115,612,Bleckley County,Bleckley County Success Academy,115,MH,53,F,21.9,,,,,,45.8,
612112,612,Bleckley County,Bleckley Middle School,112,M,498,B,87.90000000000000,,,,,,,
6254052,625,Chatham County,Bloomingdale Elementary School,4052,E,335,C,76.80000000000000,,,,,,,
636188,636,Columbia County,Blue Ridge Elementary School,188,E,612,B,80.10000000000000,,,,,,,
772105,772,Dalton City,Blue Ridge Elementary School,105,E,603,F,55.6,,,,,,,
6551050,655,Fannin County,Blue Ridge Elementary School,1050,E,421,C,77.60000000000000,,,,,,,
7214050,721,Richmond County,Blythe Elementary School,4050,E,278,D,65.40000000000000,,,,,,,
644475,644,DeKalb County,Bob Mathis Elementary School,475,E,373,D,63.90000000000000,,,,,,,
761303,761,Atlanta Public Schools,Bolton Academy,303,E,503,D,61.90000000000000,,,,,,,
6761050,676,Houston County,Bonaire Elementary School,1050,E,801,C,76.80000000000000,,,,,,,
676296,676,Houston County,Bonaire Middle School,296,M,930,B,82.30000000000000,,,,,,,
761315,761,Atlanta Public Schools,Booker T. Washington High School,315,H,818,D,68.40000000000000,,,,31.4,45,67.60000000000000,
656178,656,Fayette County,Booth Middle School,178,M,1186,A,92.7,,,,,,,
628189,628,Cherokee County,Boston Elementary School,189,E,617,C,73.90000000000000,,,,,,,
6222050,622,Carroll County,Bowdon Elementary School,2050,E,587,B,88.60000000000000,,,,,,,
6223050,622,Carroll County,Bowdon High School,3050,H,432,C,78.7,,,,68.90000000000000,41.7,86.30000000000000,
622101,622,Carroll County,Bowdon Middle School,101,M,314,B,87.10000000000000,,,,,,,
7611053,761,Atlanta Public Schools,Boyd Elementary School,1053,E,433,F,56.3,,,,,,,
6231050,623,Catoosa County,Boynton Elementary School,1050,E,555,C,78.90000000000000,,,,,,,
689105,689,Liberty County,Bradwell Institute,105,H,1663,C,78.2,,,,52.7,43.8,83.2,
656191,656,Fayette County,Braelinn Elementary School,191,E,492,B,86.7,,,,,,,
607193,607,Barrow County,Bramlett Elementary School,193,E,704,B,86.40000000000000,,,,,,,
7612053,761,Atlanta Public Schools,Brandon Elementary School,2053,E,1011,A,98.80000000000000,,,,,,,
658699,658,Forsyth County,Brandywine Elementary School,699,E,1042,C,78,,,,,,,
6131050,613,Brantley County,Brantley County High School,1050,H,993,B,82.10000000000000,,,,77.5,53.2,82.5,
613194,613,Brantley County,Brantley County Middle School,194,M,521,C,79.7,,,,,,,
763110,763,Bremen City,Bremen 4th & 5th Grade Academy,110,E,353,B,86.7,,,,,,,
763201,763,Bremen City,Bremen High School,201,H,671,A,93.90000000000000,,,,71.7,54.5,96,
763209,763,Bremen City,Bremen Middle School,209,M,523,B,83.40000000000000,,,,,,,
706192,706,Muscogee County,Brewer Elementary School,192,E,485,F,47.3,,,,,,,
6444051,644,DeKalb County,Briar Vista Elementary School,4051,E,404,D,69.8,,,,,,,
6443051,644,DeKalb County,Briarlake Elementary School,3051,E,372,B,81.60000000000000,,,,,,,
648198,648,Douglas County,Bright Star Elementary School,198,E,451,D,62.2,,,,,,,
648407,648,Douglas County,Brighten Academy,407,EM,737,B,81.60000000000000,,,,,,,
7063056,706,Muscogee County,Britt David Magnet Academy,3056,E,570,A,106,,,,,,,
6673050,667,Gwinnett County,Britt Elementary School,3050,E,634,C,78.60000000000000,,,,,,,
6441052,644,DeKalb County,Brockett Elementary School,1052,E,432,B,82.7,,,,,,,
6111005,611,Bibb County,Brookdale Elementary School,1005,E,349,D,65,,,,,,,
7830613613,7830613,State Charter School,Brookhaven Innovation Academy,613,EM,379,F,54.5,,,,,,,
616200,616,Bulloch County,Brooklet Elementary School,200,E,660,C,79.5,,,,,,,
614110,614,Brooks County,Brooks County High School,110,MH,572,D,63.8,,,,43.8,47,69.10000000000000,
614197,614,Brooks County,Brooks County Middle School,197,M,439,D,64.60000000000000,,,,,,,
638115,638,Coweta County,Brooks Elementary School,115,E,659,A,96.30000000000000,,,,,,,
6602550,660,Fulton County,Brookview Elementary School,2550,E,472,F,58.40000000000000,,,,,,,
636190,636,Columbia County,Brookwood Elementary School,190,E,594,D,69.8,,,,,,,
658211,658,Forsyth County,Brookwood Elementary School,211,E,1038,A,99.7,,,,,,,
667286,667,Gwinnett County,Brookwood Elementary School,286,E,1232,A,95.5,,,,,,,
7721050,772,Dalton City,Brookwood Elementary School,1050,E,630,B,83.5,,,,,,,
667182,667,Gwinnett County,Brookwood High School,182,H,3502,A,94.5,,,,79.60000000000000,71.8,93.2,
631175,631,Clayton County,Brown Elementary School,175,E,833,D,69.7,,,,,,,
761100,761,Atlanta Public Schools,Brown Middle School,100,M,598,F,53,,,,,,,
644191,644,DeKalb County,Browns Mill Elementary School,191,E,574,F,51.2,,,,,,,
634191,634,Coffee County,Broxton-Mary Hayes Elementary School,191,EM,269,B,87.40000000000000,,,,,,,
611109,611,Bibb County,Bruce Elementary School,109,E,445,F,52.7,,,,,,,
6335052,633,Cobb County,Brumby Elementary School,5052,E,959,D,67.8,,,,,,,
6633552,663,Glynn County,Brunswick High School,3552,H,1758,C,77.40000000000000,,,,59.6,44.5,87.5,
615286,615,Bryan County,Bryan County Elementary School,286,E,488,C,77,,,,,,,
615502,615,Bryan County,Bryan County High School,502,H,585,D,65.60000000000000,,,,55.6,37.1,81.2,
615402,615,Bryan County,Bryan County Middle School,402,M,462,F,56.3,,,,,,,
633592,633,Cobb County,Bryant Elementary School,592,E,1016,D,69.90000000000000,,,,,,,
671178,671,Haralson County,Buchanan Elementary School,178,E,413,C,74.40000000000000,,,,,,,
6712050,671,Haralson County,Buchanan Primary School,2050,E,371,-,,,,,,,,
764100,764,Buford City,Buford Academy,100,E,1457,B,85.30000000000000,,,,,,,
764196,764,Buford City,Buford Elementary School,196,E,701,-,,,,,,,,
764191,764,Buford City,Buford High School,191,H,1361,A,100.7,,,,73.90000000000000,64.7,93.10000000000000,
764104,764,Buford City,Buford Middle School,104,M,1063,A,94,,,,,,,
633104,633,Cobb County,Bullard Elementary School,104,E,810,B,86.10000000000000,,,,,,,
611104,611,Bibb County,Burdell Elementary School,104,E,490,D,68.3,,,,,,,
761305,761,Atlanta Public Schools,Burgess-Peterson Academy ,305,E,332,B,82.10000000000000,,,,,,,
617288,617,Burke County,Burke County High School,288,H,1197,C,77.40000000000000,,,,37.5,27.2,92.2,
617188,617,Burke County,Burke County Middle School,188,M,986,D,68.3,,,,,,,
648398,648,Douglas County,Burnett Elementary School,398,E,418,F,53.1,,,,,,,
6671017,667,Gwinnett County,Burnette Elementary School,1017,E,689,A,92.30000000000000,,,,,,,
629296,629,Clarke County,Burney-Harris-Lyons Middle School,296,M,676,D,69.7,,,,,,,
710110,710,Paulding County,Burnt Hickory Elementary School,110,E,923,B,88.40000000000000,,,,,,,
6634052,663,Glynn County,Burroughs-Molette Elementary School,4052,E,467,F,46.90000000000000,,,,,,,
6255052,625,Chatham County,Butler Elementary School,5052,E,608,D,63.3,,,,,,,
7211052,721,Richmond County,Butler High School,1052,H,836,D,60.7,,,,24.7,27.6,74,
689180,689,Liberty County,Button Gwinnett Elementary School,180,E,626,D,67.3,,,,,,,
7111050,711,Peach County,Byron Elementary School,1050,E,599,C,72.7,,,,,,,
711197,711,Peach County,Byron Middle School,197,M,379,B,86.80000000000000,,,,,,,
710199,710,Paulding County,C. A. Roberts Elementary School,199,E,665,C,77.10000000000000,,,,,,,
676102,676,Houston County,C. B. Watson Primary School,102,E,449,-,,,,,,,,
669100,669,Hall County,C. W. Davis Middle School,100,M,1189,B,85.5,,,,,,,
660276,660,Fulton County,C.H. Gullatt Elementary School,276,E,498,D,62,,,,,,,
6353052,635,Colquitt County,CA Gray Junior High School,3052,MH,1272,C,74.3,,,,,,,
6651050,665,Grady County,Cairo High School,1050,H,1186,D,62.40000000000000,,,,60.5,42.7,83.5,
619179,619,Calhoun County,Calhoun County Elementary School,179,E,278,F,59,,,,,,,
619113,619,Calhoun County,Calhoun County High School,113,H,195,C,74.8,,,,50,46.5,89.10000000000000,
619213,619,Calhoun County,Calhoun County Middle School,213,M,141,D,66.40000000000000,,,,,,,
765405,765,Calhoun City,Calhoun Elementary School,405,E,971,C,75.5,,,,,,,
7653050,765,Calhoun City,Calhoun High School,3050,H,1089,C,76.80000000000000,,,,58.40000000000000,58.1,97.7,
765205,765,Calhoun City,Calhoun Middle School,205,M,969,D,63.40000000000000,,,,,,,
765305,765,Calhoun City,Calhoun Primary School,305,E,892,-,,,,,,,,
631103,631,Clayton County,Callaway Elementary School,103,E,877,D,68.60000000000000,,,,,,,
741109,741,Troup County,Callaway Elementary School,109,E,801,C,71,,,,,,,
741201,741,Troup County,Callaway High School,201,H,866,D,67,,,,56,39.2,78.5,
741204,741,Troup County,Callaway Middle School,204,M,666,F,59.3,,,,,,,
660119,660,Fulton County,Cambridge High School,119,H,1987,A,99,,,,89.80000000000000,74.60000000000000,98.2,
620295,620,Camden County,Camden County High School,295,H,2538,A,97.60000000000000,,,,68.60000000000000,58.8,91.90000000000000,
620182,620,Camden County,Camden Middle School,182,M,1005,C,77.90000000000000,,,,,,,
6673550,667,Gwinnett County,Camp Creek Elementary School,3550,E,1257,A,96,,,,,,,
660186,660,Fulton County,Camp Creek Middle School,186,M,529,F,57.6,,,,,,,
6602070,660,Fulton County,Campbell Elementary School,2070,E,829,D,61.90000000000000,,,,,,,
6331054,633,Cobb County,Campbell High School,1054,H,2788,C,77.10000000000000,,,,60.90000000000000,50,79.2,
633290,633,Cobb County,Campbell Middle School,290,M,1451,C,74.7,,,,,,,
6443052,644,DeKalb County,Canby Lane Elementary School,3052,E,576,D,62.1,,,,,,,
638191,638,Coweta County,Canongate Elementary School,191,E,582,B,88,,,,,,,
628409,628,Cherokee County,Canton Elementary School,409,E,769,C,71.5,,,,,,,
710410,710,Paulding County,Carl Scoggins Sr. Middle School,410,M,703,D,68.90000000000000,,,,,,,
628101,628,Cherokee County,Carmel Elementary School,101,E,1030,B,85.7,,,,,,,
659107,659,Franklin County,Carnesville Elementary Intermediate School,107,E,308,C,74.3,,,,,,,
6592050,659,Franklin County,Carnesville Elementary Primary School,2050,E,269,-,,,,,,,,
6252056,625,Chatham County,Carrie E. Gould Elementary School,2056,E,753,D,62.5,,,,,,,
766193,766,Carrollton City,Carrollton Elementary School,193,E,1484,-,,,,,,,,
7661050,766,Carrollton City,Carrollton High School,1050,H,1525,B,85.7,,,,70.3,69.40000000000000,86.90000000000000,
7661550,766,Carrollton City,Carrollton Jr. High School,1550,M,793,D,65.10000000000000,,,,,,,
766106,766,Carrollton City,Carrollton Middle-Upper Elementary School,106,EM,1112,C,72.5,,,,,,,
6111205,611,Bibb County,Carter Elementary School,1205,E,415,F,56.1,,,,,,,
767191,767,Cartersville City,Cartersville Elementary School,191,E,955,B,80.5,,,,,,,
7672050,767,Cartersville City,Cartersville High School,2050,H,1261,B,82.90000000000000,,,,59,66,89.2,
767277,767,Cartersville City,Cartersville Middle School,277,M,1097,C,74.5,,,,,,,
